@timestamp,price,uid
2021/4/11 22:17,544,79978183
2021/4/11 22:17,48,40383463
2021/4/11 22:16,200,79978183
2021/4/11 22:15,8,94196893
2021/4/11 22:13,48,92826503
2021/4/11 22:12,48,91741803
2021/4/11 22:12,240,1248083
2021/4/11 22:12,48,42821973
2021/4/11 22:11,8,94221143
2021/4/11 22:11,8,29902333
2021/4/11 22:10,48,42821973
2021/4/11 22:09,8,29902333
2021/4/11 22:08,240,84622293
2021/4/11 22:07,8,57210563
2021/4/11 22:07,240,90784433
2021/4/11 22:04,48,94054383
2021/4/11 22:03,48,88604263
2021/4/11 22:03,200,94054383
2021/4/11 22:03,544,89034283
2021/4/11 22:02,544,89034283
2021/4/11 22:01,8,19716993
2021/4/11 21:59,240,89034283
2021/4/11 21:59,48,94222423
2021/4/11 21:59,240,86154213
2021/4/11 21:58,8,91325003
2021/4/11 21:58,240,94036883
2021/4/11 21:57,240,76681413
2021/4/11 21:57,48,21742903
2021/4/11 21:57,48,90234393
2021/4/11 21:56,1024,57712953
2021/4/11 21:55,48,93934263
2021/4/11 21:55,48,57794813
2021/4/11 21:53,544,19404583
2021/4/11 21:53,8,87587403
2021/4/11 21:53,8,87587403
2021/4/11 21:52,8,87587403
2021/4/11 21:52,48,69669533
2021/4/11 21:50,8,6198013
2021/4/11 21:50,200,21614823
2021/4/11 21:50,48,45858643
2021/4/11 21:50,48,94227183
2021/4/11 21:49,48,21614823
2021/4/11 21:49,48,91018863
2021/4/11 21:49,8,92157453
2021/4/11 21:49,5184,41078153
2021/4/11 21:48,240,45858643
2021/4/11 21:48,5184,41078153
2021/4/11 21:47,8,82451903
2021/4/11 21:47,240,45858643
2021/4/11 21:47,8,94032393
2021/4/11 21:47,8,93425673
2021/4/11 21:47,8,93832203
2021/4/11 21:46,8,93425673
2021/4/11 21:46,48,50108693
2021/4/11 21:46,48,93700723
2021/4/11 21:45,240,8919203
2021/4/11 21:45,8,93832203
2021/4/11 21:44,48,93595493
2021/4/11 21:44,8,92663123
2021/4/11 21:44,48,94220193
2021/4/11 21:44,8,91427693
2021/4/11 21:43,8,91427693
2021/4/11 21:43,48,92170373
2021/4/11 21:43,1584,90511993
2021/4/11 21:42,8,89704193
2021/4/11 21:42,48,24296833
2021/4/11 21:42,48,93393553
2021/4/11 21:42,8,89704193
2021/4/11 21:40,200,1996943
2021/4/11 21:39,8,31253203
2021/4/11 21:39,1024,82115093
2021/4/11 21:39,48,93488163
2021/4/11 21:36,48,93598223
2021/4/11 21:34,544,13458353
2021/4/11 21:33,240,92665373
2021/4/11 21:33,240,91931653
2021/4/11 21:32,240,90984283
2021/4/11 21:32,544,86154213
2021/4/11 21:31,8,92129273
2021/4/11 21:30,240,8524903
2021/4/11 21:29,48,94215193
2021/4/11 21:27,240,91672823
2021/4/11 21:27,48,39471623
2021/4/11 21:27,8,92986423
2021/4/11 21:27,8,92986423
2021/4/11 21:26,48,94042843
2021/4/11 21:25,48,88211723
2021/4/11 21:25,48,94217963
2021/4/11 21:23,48,1252883
2021/4/11 21:23,240,94209623
2021/4/11 21:21,240,94105253
2021/4/11 21:21,8,69594783
2021/4/11 21:21,8,93560243
2021/4/11 21:20,48,69594783
2021/4/11 21:19,48,90002403
2021/4/11 21:19,48,14607103
2021/4/11 21:18,48,94116793
2021/4/11 21:17,544,73912123
2021/4/11 21:17,48,94154673
2021/4/11 21:17,8,94116793
2021/4/11 21:16,8,30038213
2021/4/11 21:16,8,92838303
2021/4/11 21:15,48,94205583
2021/4/11 21:14,48,21261353
2021/4/11 21:14,48,81424803
2021/4/11 21:14,200,21261353
2021/4/11 21:13,1024,1252883
2021/4/11 21:13,200,94166433
2021/4/11 21:12,8,21205973
2021/4/11 21:11,8,86842133
2021/4/11 21:08,240,94211773
2021/4/11 21:07,48,94012493
2021/4/11 21:06,240,94205573
2021/4/11 21:05,544,94103363
2021/4/11 21:04,1024,77098703
2021/4/11 21:03,240,94202553
2021/4/11 21:01,48,92279673
2021/4/11 21:01,48,87291373
2021/4/11 21:01,8,83961573
2021/4/11 21:01,240,92693063
2021/4/11 21:00,48,90717353
2021/4/11 20:59,8,92693063
2021/4/11 20:59,48,21061103
2021/4/11 20:58,8,94180203
2021/4/11 20:57,48,8920703
2021/4/11 20:56,48,92898703
2021/4/11 20:55,240,94211373
2021/4/11 20:55,48,93387203
2021/4/11 20:54,48,82770633
2021/4/11 20:53,48,93582413
2021/4/11 20:53,240,82770633
2021/4/11 20:53,240,93582413
2021/4/11 20:53,48,94102593
2021/4/11 20:53,48,82770633
2021/4/11 20:52,48,38867293
2021/4/11 20:51,8,18542073
2021/4/11 20:50,1024,38138203
2021/4/11 20:49,48,92228593
2021/4/11 20:49,48,38867293
2021/4/11 20:48,48,38867293
2021/4/11 20:47,48,92611513
2021/4/11 20:47,48,38867293
2021/4/11 20:46,48,85748303
2021/4/11 20:46,544,38867293
2021/4/11 20:46,240,94088913
2021/4/11 20:45,1024,35336383
2021/4/11 20:45,1024,94148383
2021/4/11 20:45,48,93705723
2021/4/11 20:44,48,94193393
2021/4/11 20:44,48,93705723
2021/4/11 20:43,240,93996443
2021/4/11 20:41,48,92045583
2021/4/11 20:41,1584,86462013
2021/4/11 20:41,48,94174613
2021/4/11 20:41,8,94178403
2021/4/11 20:38,48,94188363
2021/4/11 20:35,544,90939643
2021/4/11 20:35,48,44219493
2021/4/11 20:35,200,44219493
2021/4/11 20:35,48,91813633
2021/4/11 20:35,240,88740913
2021/4/11 20:35,8,94045063
2021/4/11 20:34,8,92732773
2021/4/11 20:33,240,94022633
2021/4/11 20:33,48,76893103
2021/4/11 20:33,240,25777263
2021/4/11 20:32,48,92842233
2021/4/11 20:32,48,94029153
2021/4/11 20:30,48,91859513
2021/4/11 20:30,8,28478433
2021/4/11 20:28,8,93217573
2021/4/11 20:28,2624,94148383
2021/4/11 20:27,8,84675143
2021/4/11 20:26,48,13552183
2021/4/11 20:26,48,94138833
2021/4/11 20:26,48,92152203
2021/4/11 20:26,48,94193693
2021/4/11 20:24,8,79954133
2021/4/11 20:24,48,44361613
2021/4/11 20:24,48,94168133
2021/4/11 20:23,240,94177603
2021/4/11 20:23,240,92467173
2021/4/11 20:22,1024,94032263
2021/4/11 20:22,8,91341963
2021/4/11 20:22,8,94138833
2021/4/11 20:21,48,92690953
2021/4/11 20:20,48,89118773
2021/4/11 20:20,48,89118773
2021/4/11 20:20,48,82955373
2021/4/11 20:20,48,94175523
2021/4/11 20:19,240,70778593
2021/4/11 20:19,240,70778593
2021/4/11 20:19,48,89118773
2021/4/11 20:19,8,91341963
2021/4/11 20:19,8,93171803
2021/4/11 20:18,240,70778593
2021/4/11 20:18,240,89118773
2021/4/11 20:18,240,94175523
2021/4/11 20:18,8,90757693
2021/4/11 20:18,48,84084563
2021/4/11 20:16,240,92559733
2021/4/11 20:13,48,91070603
2021/4/11 20:13,48,74395073
2021/4/11 20:12,8,84188643
2021/4/11 20:12,240,72689743
2021/4/11 20:11,8,84188643
2021/4/11 20:10,8,94169533
2021/4/11 20:09,240,94148383
2021/4/11 20:09,8,44504143
2021/4/11 20:09,48,94146253
2021/4/11 20:08,240,1187163
2021/4/11 20:07,8,73706953
2021/4/11 20:07,8,94178123
2021/4/11 20:07,48,60994723
2021/4/11 20:06,48,94173413
2021/4/11 20:05,48,94164013
2021/4/11 20:01,48,94164013
2021/4/11 20:01,8,92397093
2021/4/11 20:00,240,92201993
2021/4/11 20:00,48,30871923
2021/4/11 19:59,48,94124233
2021/4/11 19:59,48,93708383
2021/4/11 19:59,48,90367933
2021/4/11 19:58,48,91528953
2021/4/11 19:58,48,94168523
2021/4/11 19:58,8,92259663
2021/4/11 19:58,240,41922733
2021/4/11 19:57,8,94124233
2021/4/11 19:57,48,85716313
2021/4/11 19:57,48,8919203
2021/4/11 19:54,8,61345643
2021/4/11 19:53,8,93578903
2021/4/11 19:53,200,92211013
2021/4/11 19:53,48,61345643
2021/4/11 19:53,240,83160093
2021/4/11 19:52,200,10336493
2021/4/11 19:52,48,94146543
2021/4/11 19:51,8,93118033
2021/4/11 19:50,48,93428823
2021/4/11 19:50,48,93717533
2021/4/11 19:50,240,93456203
2021/4/11 19:48,240,89631883
2021/4/11 19:47,48,94165163
2021/4/11 19:47,240,83762783
2021/4/11 19:47,48,91723693
2021/4/11 19:47,8,83356843
2021/4/11 19:45,240,94159593
2021/4/11 19:45,8,57823083
2021/4/11 19:45,48,94151043
2021/4/11 19:44,8,92208193
2021/4/11 19:43,544,10777263
2021/4/11 19:42,8,33704633
2021/4/11 19:42,48,91794923
2021/4/11 19:42,48,2676213
2021/4/11 19:41,240,36351343
2021/4/11 19:41,48,92794893
2021/4/11 19:41,48,2676213
2021/4/11 19:40,48,92683463
2021/4/11 19:40,8,10187193
2021/4/11 19:40,8,93491003
2021/4/11 19:39,48,93724483
2021/4/11 19:39,240,92495083
2021/4/11 19:38,48,29902333
2021/4/11 19:38,8,10187193
2021/4/11 19:38,240,90417503
2021/4/11 19:38,48,92193673
2021/4/11 19:38,48,10187193
2021/4/11 19:36,8,30352863
2021/4/11 19:36,544,86024833
2021/4/11 19:36,48,88072103
2021/4/11 19:36,200,70706063
2021/4/11 19:36,240,92508213
2021/4/11 19:35,544,86024833
2021/4/11 19:35,48,18542073
2021/4/11 19:35,48,91670733
2021/4/11 19:34,8,92969293
2021/4/11 19:32,48,91653183
2021/4/11 19:32,544,88710403
2021/4/11 19:31,240,14207193
2021/4/11 19:30,48,16220243
2021/4/11 19:29,48,94069693
2021/4/11 19:29,8,94152193
2021/4/11 19:29,48,16220243
2021/4/11 19:28,200,94148383
2021/4/11 19:28,8,9100083
2021/4/11 19:28,8,18542073
2021/4/11 19:28,8,18542073
2021/4/11 19:28,8,36691413
2021/4/11 19:27,5184,94148383
2021/4/11 19:27,8,18542073
2021/4/11 19:26,48,92785713
2021/4/11 19:26,8,92695513
2021/4/11 19:26,8,57640373
2021/4/11 19:26,8,92695513
2021/4/11 19:25,240,88675583
2021/4/11 19:25,544,13515773
2021/4/11 19:24,240,94132953
2021/4/11 19:24,8,94139363
2021/4/11 19:23,8,28588143
2021/4/11 19:22,8,28588143
2021/4/11 19:21,8,92881693
2021/4/11 19:21,240,6255633
2021/4/11 19:21,48,94091473
2021/4/11 19:21,48,92316383
2021/4/11 19:21,8,92881693
2021/4/11 19:20,240,4808083
2021/4/11 19:20,8,92881693
2021/4/11 19:20,8,91950713
2021/4/11 19:20,240,94135453
2021/4/11 19:20,8,92881693
2021/4/11 19:20,240,88841223
2021/4/11 19:20,48,94146143
2021/4/11 19:20,8,92881693
2021/4/11 19:20,8,16082643
2021/4/11 19:19,240,88841223
2021/4/11 19:19,240,73034443
2021/4/11 19:19,240,92695513
2021/4/11 19:18,8,94091473
2021/4/11 19:18,200,92695513
2021/4/11 19:18,48,93617473
2021/4/11 19:18,8,92881693
2021/4/11 19:18,8,92705023
2021/4/11 19:16,240,1107763
2021/4/11 19:16,48,4928013
2021/4/11 19:15,8,50187953
2021/4/11 19:15,8,89368563
2021/4/11 19:15,48,94137343
2021/4/11 19:13,8,91726863
2021/4/11 19:13,8,92132273
2021/4/11 19:13,8,91726863
2021/4/11 19:12,48,2619093
2021/4/11 19:11,48,43214683
2021/4/11 19:10,48,92161873
2021/4/11 19:10,48,92700753
2021/4/11 19:10,240,92111023
2021/4/11 19:09,240,91855043
2021/4/11 19:09,48,92166193
2021/4/11 19:08,48,92026973
2021/4/11 19:08,8,92026973
2021/4/11 19:08,544,92513273
2021/4/11 19:07,48,92956543
2021/4/11 19:06,8,82588723
2021/4/11 19:06,1024,92215803
2021/4/11 19:06,200,94036873
2021/4/11 19:05,544,92513273
2021/4/11 19:04,1584,94127603
2021/4/11 19:04,48,80935313
2021/4/11 19:03,48,93818063
2021/4/11 19:02,48,92283943
2021/4/11 19:00,240,92513273
2021/4/11 19:00,200,94127603
2021/4/11 19:00,48,92840523
2021/4/11 19:00,8,89363383
2021/4/11 18:59,48,80935313
2021/4/11 18:59,8,93987523
2021/4/11 18:58,48,89363383
2021/4/11 18:58,48,92186733
2021/4/11 18:57,240,18321583
2021/4/11 18:56,240,18321583
2021/4/11 18:56,8,93188993
2021/4/11 18:55,48,2150163
2021/4/11 18:54,8,93188993
2021/4/11 18:54,240,62995953
2021/4/11 18:54,8,93188993
2021/4/11 18:53,8,94123353
2021/4/11 18:53,8,93188993
2021/4/11 18:53,240,80935313
2021/4/11 18:53,8,93188993
2021/4/11 18:53,8,93188993
2021/4/11 18:52,240,62995953
2021/4/11 18:51,240,92332733
2021/4/11 18:51,48,86395463
2021/4/11 18:50,8,92517293
2021/4/11 18:50,8,92517293
2021/4/11 18:50,240,40456063
2021/4/11 18:48,240,91982003
2021/4/11 18:48,48,35954993
2021/4/11 18:47,48,51399603
2021/4/11 18:47,48,48972723
2021/4/11 18:46,8,3514883
2021/4/11 18:46,200,3514883
2021/4/11 18:46,48,92242133
2021/4/11 18:45,48,92058163
2021/4/11 18:45,240,94086103
2021/4/11 18:45,240,3514883
2021/4/11 18:45,48,92450343
2021/4/11 18:45,48,94116293
2021/4/11 18:44,48,91400833
2021/4/11 18:44,8,89049903
2021/4/11 18:44,48,93938633
2021/4/11 18:43,48,93938633
2021/4/11 18:43,544,92450343
2021/4/11 18:43,48,91037353
2021/4/11 18:42,48,48972723
2021/4/11 18:42,48,93938633
2021/4/11 18:42,544,93965673
2021/4/11 18:42,48,48972723
2021/4/11 18:41,240,48972723
2021/4/11 18:40,48,93475313
2021/4/11 18:40,1024,86336913
2021/4/11 18:40,240,93631653
2021/4/11 18:40,8,94059653
2021/4/11 18:39,48,90600783
2021/4/11 18:38,8,82054213
2021/4/11 18:37,48,81837383
2021/4/11 18:37,544,32519493
2021/4/11 18:37,8,55008413
2021/4/11 18:36,48,9812713
2021/4/11 18:35,240,1174783
2021/4/11 18:32,48,93978443
2021/4/11 18:32,8,93978443
2021/4/11 18:30,48,43232993
2021/4/11 18:30,240,43232993
2021/4/11 18:29,5184,93868073
2021/4/11 18:28,8,71930083
2021/4/11 18:28,240,93462633
2021/4/11 18:27,48,71930083
2021/4/11 18:26,8,81859203
2021/4/11 18:26,48,71930083
2021/4/11 18:25,48,45272753
2021/4/11 18:24,48,77374403
2021/4/11 18:24,48,93781053
2021/4/11 18:23,48,90320643
2021/4/11 18:22,48,90320643
2021/4/11 18:22,48,90320643
2021/4/11 18:22,240,90320643
2021/4/11 18:21,2624,1497763
2021/4/11 18:20,1024,79978183
2021/4/11 18:20,48,93599553
2021/4/11 18:20,48,85184203
2021/4/11 18:19,48,7344573
2021/4/11 18:18,200,93599553
2021/4/11 18:18,48,86229933
2021/4/11 18:18,48,94104333
2021/4/11 18:17,8,81813693
2021/4/11 18:17,48,92051013
2021/4/11 18:16,48,93241893
2021/4/11 18:16,48,94099963
2021/4/11 18:16,1024,40377193
2021/4/11 18:15,544,32519493
2021/4/11 18:15,5184,1497763
2021/4/11 18:15,8,24121113
2021/4/11 18:14,240,85184203
2021/4/11 18:14,240,91196863
2021/4/11 18:13,48,85184203
2021/4/11 18:13,8,91091903
2021/4/11 18:12,48,85184203
2021/4/11 18:12,48,94109743
2021/4/11 18:11,240,91251793
2021/4/11 18:10,8,94081163
2021/4/11 18:09,240,91251793
2021/4/11 18:09,8,93982653
2021/4/11 18:09,48,94109193
2021/4/11 18:09,8,94081163
2021/4/11 18:09,240,92564813
2021/4/11 18:07,8,8502393
2021/4/11 18:06,8,94081163
2021/4/11 18:06,8,91430163
2021/4/11 18:05,48,94061953
2021/4/11 18:04,240,81477713
2021/4/11 18:04,240,92250153
2021/4/11 18:03,240,93482513
2021/4/11 18:01,8,93466543
2021/4/11 18:01,48,78963673
2021/4/11 18:00,48,93601603
2021/4/11 18:00,1024,89497183
2021/4/11 17:59,48,4362073
2021/4/11 17:58,48,93513083
2021/4/11 17:58,240,93617313
2021/4/11 17:58,240,93905313
2021/4/11 17:58,48,12488863
2021/4/11 17:57,544,79059563
2021/4/11 17:57,544,93617313
2021/4/11 17:57,240,93905313
2021/4/11 17:57,5184,1497763
2021/4/11 17:57,8,93926533
2021/4/11 17:56,8,93926533
2021/4/11 17:56,8,93926533
2021/4/11 17:56,8,93926533
2021/4/11 17:56,200,93965563
2021/4/11 17:55,1584,93965673
2021/4/11 17:55,48,19836713
2021/4/11 17:54,8,94027673
2021/4/11 17:54,48,4362073
2021/4/11 17:53,240,93680843
2021/4/11 17:53,1584,93617313
2021/4/11 17:53,240,92813593
2021/4/11 17:53,8,93926533
2021/4/11 17:53,544,80409333
2021/4/11 17:53,8,94069453
2021/4/11 17:52,240,94093403
2021/4/11 17:52,8,93970733
2021/4/11 17:52,8,47915393
2021/4/11 17:52,48,4362073
2021/4/11 17:51,48,11745403
2021/4/11 17:51,200,91962783
2021/4/11 17:50,48,4362073
2021/4/11 17:50,200,93934263
2021/4/11 17:50,48,91695723
2021/4/11 17:49,240,91962783
2021/4/11 17:49,1584,92813593
2021/4/11 17:48,240,62607723
2021/4/11 17:48,544,4362073
2021/4/11 17:48,8,83154433
2021/4/11 17:48,48,6752203
2021/4/11 17:48,8,83154433
2021/4/11 17:47,48,94090683
2021/4/11 17:47,8,94056793
2021/4/11 17:47,8,83128933
2021/4/11 17:47,240,89710313
2021/4/11 17:47,48,83128933
2021/4/11 17:47,48,94048963
2021/4/11 17:47,240,93996443
2021/4/11 17:47,8,94090683
2021/4/11 17:46,240,92773933
2021/4/11 17:46,48,94036873
2021/4/11 17:46,240,92773933
2021/4/11 17:45,48,92109823
2021/4/11 17:44,240,83128933
2021/4/11 17:44,48,94055193
2021/4/11 17:44,8,88875773
2021/4/11 17:44,48,93488353
2021/4/11 17:41,240,79647453
2021/4/11 17:41,8,94074693
2021/4/11 17:40,200,79647453
2021/4/11 17:40,48,91227753
2021/4/11 17:39,48,2582373
2021/4/11 17:39,8,93995343
2021/4/11 17:36,240,93905313
2021/4/11 17:35,8,3915283
2021/4/11 17:34,48,94062073
2021/4/11 17:33,8,93934393
2021/4/11 17:33,48,91926183
2021/4/11 17:33,1584,92803013
2021/4/11 17:32,240,94058213
2021/4/11 17:32,48,3915283
2021/4/11 17:30,240,26492543
2021/4/11 17:30,8,92182263
2021/4/11 17:30,240,94055853
2021/4/11 17:30,48,94000833
2021/4/11 17:30,48,94000833
2021/4/11 17:29,48,94000833
2021/4/11 17:29,1024,26836083
2021/4/11 17:29,8,92834833
2021/4/11 17:29,48,94000833
2021/4/11 17:28,8,84301713
2021/4/11 17:27,48,94076333
2021/4/11 17:26,200,94076333
2021/4/11 17:26,8,84578723
2021/4/11 17:26,8,68273153
2021/4/11 17:24,8,57148843
2021/4/11 17:24,1024,92154893
2021/4/11 17:24,8,93188993
2021/4/11 17:20,48,94068613
2021/4/11 17:18,240,94060363
2021/4/11 17:18,48,28373433
2021/4/11 17:18,240,89209603
2021/4/11 17:16,48,93300093
2021/4/11 17:16,48,94051573
2021/4/11 17:16,240,93213503
2021/4/11 17:15,48,93602213
2021/4/11 17:14,8,20622603
2021/4/11 17:13,8,93126623
2021/4/11 17:13,48,92110723
2021/4/11 17:13,48,93875143
2021/4/11 17:12,48,93956363
2021/4/11 17:11,1584,77478493
2021/4/11 17:11,48,93098093
2021/4/11 17:10,48,45858643
2021/4/11 17:10,240,45858643
2021/4/11 17:09,48,89488043
2021/4/11 17:08,8,94054453
2021/4/11 17:08,240,93881263
2021/4/11 17:08,48,94068313
2021/4/11 17:08,240,94051573
2021/4/11 17:08,48,93504113
2021/4/11 17:07,48,93355283
2021/4/11 17:07,48,91463193
2021/4/11 17:06,48,89987063
2021/4/11 17:05,48,89987063
2021/4/11 17:04,8,93355283
2021/4/11 17:03,8,93355283
2021/4/11 17:03,48,62407793
2021/4/11 17:03,8,93901053
2021/4/11 17:03,8,91976013
2021/4/11 17:03,200,93680843
2021/4/11 17:03,8,93355283
2021/4/11 17:02,8,93355283
2021/4/11 17:02,5184,76662313
2021/4/11 17:02,240,93570203
2021/4/11 17:01,8,93355283
2021/4/11 17:00,240,48972723
2021/4/11 17:00,8,93745583
2021/4/11 17:00,544,89395133
2021/4/11 17:00,48,48972723
2021/4/11 16:59,200,48972723
2021/4/11 16:59,240,93266973
2021/4/11 16:59,8,94053653
2021/4/11 16:59,48,93869823
2021/4/11 16:58,2624,94022633
2021/4/11 16:57,8,93355283
2021/4/11 16:56,48,38715763
2021/4/11 16:56,48,94046513
2021/4/11 16:56,240,94057863
2021/4/11 16:56,240,38715763
2021/4/11 16:56,8,41531673
2021/4/11 16:56,240,94057863
2021/4/11 16:55,8,93337883
2021/4/11 16:55,8,93337883
2021/4/11 16:55,8,94047093
2021/4/11 16:54,48,88043133
2021/4/11 16:54,1024,93965673
2021/4/11 16:54,240,91467543
2021/4/11 16:54,8,93337883
2021/4/11 16:54,8,93277133
2021/4/11 16:54,8,93337883
2021/4/11 16:53,2624,89395133
2021/4/11 16:53,8,93337883
2021/4/11 16:53,8,93137723
2021/4/11 16:52,5184,89395133
2021/4/11 16:52,240,94058583
2021/4/11 16:52,48,94032133
2021/4/11 16:52,48,92961683
2021/4/11 16:52,8,93079613
2021/4/11 16:51,544,92848233
2021/4/11 16:51,48,41922733
2021/4/11 16:51,48,93337883
2021/4/11 16:51,48,51063103
2021/4/11 16:50,544,92893863
2021/4/11 16:50,8,51063103
2021/4/11 16:49,8,92504693
2021/4/11 16:49,8,19965433
2021/4/11 16:49,48,78037023
2021/4/11 16:49,8,19965433
2021/4/11 16:49,8,93971273
2021/4/11 16:49,48,93337883
2021/4/11 16:48,8,19965433
2021/4/11 16:48,8,62232593
2021/4/11 16:48,48,92460423
2021/4/11 16:48,48,94032263
2021/4/11 16:48,48,19965433
2021/4/11 16:45,48,38522993
2021/4/11 16:45,48,38522993
2021/4/11 16:45,240,38522993
2021/4/11 16:44,240,76108083
2021/4/11 16:44,544,78461883
2021/4/11 16:43,200,52772563
2021/4/11 16:41,240,90264813
2021/4/11 16:40,2624,63434703
